orderid,orderdate,delta
10741,1997-11-14 00:00:00.0,0
10741,1997-11-14 00:00:00.0,0
10741,1997-11-14 00:00:00.0,0
10742,1997-11-14 00:00:00.0,0
10742,1997-11-14 00:00:00.0,0
10742,1997-11-14 00:00:00.0,0
10742,1997-11-14 00:00:00.0,0
10743,1997-11-17 00:00:00.0,0
10743,1997-11-17 00:00:00.0,0
10743,1997-11-17 00:00:00.0,0
10744,1997-11-17 00:00:00.0,0
10744,1997-11-17 00:00:00.0,0
10744,1997-11-17 00:00:00.0,0
10744,1997-11-17 00:00:00.0,0
10745,1997-11-18 00:00:00.0,0
10745,1997-11-18 00:00:00.0,0
10745,1997-11-18 00:00:00.0,0
10746,1997-11-19 00:00:00.0,0
10746,1997-11-19 00:00:00.0,0
10746,1997-11-19 00:00:00.0,0
10747,1997-11-19 00:00:00.0,0
10747,1997-11-19 00:00:00.0,0
10747,1997-11-19 00:00:00.0,0
10747,1997-11-19 00:00:00.0,0
10748,1997-11-20 00:00:00.0,0
10748,1997-11-20 00:00:00.0,0
10748,1997-11-20 00:00:00.0,0
10749,1997-11-20 00:00:00.0,0
10749,1997-11-20 00:00:00.0,0
10749,1997-11-20 00:00:00.0,0
10749,1997-11-20 00:00:00.0,0
10750,1997-11-21 00:00:00.0,0
10750,1997-11-21 00:00:00.0,0
10750,1997-11-21 00:00:00.0,0
10751,1997-11-24 00:00:00.0,0
10751,1997-11-24 00:00:00.0,0
10751,1997-11-24 00:00:00.0,0
10752,1997-11-24 00:00:00.0,0
10752,1997-11-24 00:00:00.0,0
10752,1997-11-24 00:00:00.0,0
10752,1997-11-24 00:00:00.0,0
10753,1997-11-25 00:00:00.0,0
10753,1997-11-25 00:00:00.0,0
10753,1997-11-25 00:00:00.0,0
10754,1997-11-25 00:00:00.0,0
10754,1997-11-25 00:00:00.0,0
10754,1997-11-25 00:00:00.0,0
10754,1997-11-25 00:00:00.0,0
10755,1997-11-26 00:00:00.0,0
10755,1997-11-26 00:00:00.0,0
10755,1997-11-26 00:00:00.0,0
10756,1997-11-27 00:00:00.0,0
10756,1997-11-27 00:00:00.0,0
10756,1997-11-27 00:00:00.0,0
10757,1997-11-27 00:00:00.0,0
10757,1997-11-27 00:00:00.0,0
10757,1997-11-27 00:00:00.0,0
10757,1997-11-27 00:00:00.0,0
10758,1997-11-28 00:00:00.0,0
10758,1997-11-28 00:00:00.0,0
10758,1997-11-28 00:00:00.0,0
10759,1997-11-28 00:00:00.0,0
10759,1997-11-28 00:00:00.0,0
10759,1997-11-28 00:00:00.0,0
10759,1997-11-28 00:00:00.0,0
10760,1997-12-01 00:00:00.0,0
10760,1997-12-01 00:00:00.0,0
10760,1997-12-01 00:00:00.0,0
10761,1997-12-02 00:00:00.0,0
10761,1997-12-02 00:00:00.0,0
10761,1997-12-02 00:00:00.0,0
10762,1997-12-02 00:00:00.0,0
10762,1997-12-02 00:00:00.0,0
10762,1997-12-02 00:00:00.0,0
10762,1997-12-02 00:00:00.0,0
10763,1997-12-03 00:00:00.0,0
10763,1997-12-03 00:00:00.0,0
10763,1997-12-03 00:00:00.0,0
10764,1997-12-03 00:00:00.0,0
10764,1997-12-03 00:00:00.0,0
10764,1997-12-03 00:00:00.0,0
10764,1997-12-03 00:00:00.0,0
10765,1997-12-04 00:00:00.0,0
10765,1997-12-04 00:00:00.0,0
10765,1997-12-04 00:00:00.0,0
10766,1997-12-05 00:00:00.0,0
10766,1997-12-05 00:00:00.0,0
10766,1997-12-05 00:00:00.0,0
10767,1997-12-05 00:00:00.0,0
10767,1997-12-05 00:00:00.0,0
10767,1997-12-05 00:00:00.0,0
10767,1997-12-05 00:00:00.0,0
10768,1997-12-08 00:00:00.0,0
10768,1997-12-08 00:00:00.0,0
10768,1997-12-08 00:00:00.0,0
10769,1997-12-08 00:00:00.0,0
10769,1997-12-08 00:00:00.0,0
10769,1997-12-08 00:00:00.0,0
10769,1997-12-08 00:00:00.0,0
10770,1997-12-09 00:00:00.0,0
10770,1997-12-09 00:00:00.0,0
10770,1997-12-09 00:00:00.0,0
10771,1997-12-10 00:00:00.0,0
10771,1997-12-10 00:00:00.0,0
10771,1997-12-10 00:00:00.0,0
10772,1997-12-10 00:00:00.0,0
10772,1997-12-10 00:00:00.0,0
10772,1997-12-10 00:00:00.0,0
10772,1997-12-10 00:00:00.0,0
10773,1997-12-11 00:00:00.0,0
10773,1997-12-11 00:00:00.0,0
10773,1997-12-11 00:00:00.0,0
10774,1997-12-11 00:00:00.0,0
10774,1997-12-11 00:00:00.0,0
10774,1997-12-11 00:00:00.0,0
10774,1997-12-11 00:00:00.0,0
10775,1997-12-12 00:00:00.0,0
10775,1997-12-12 00:00:00.0,0
10775,1997-12-12 00:00:00.0,0
10776,1997-12-15 00:00:00.0,0
10776,1997-12-15 00:00:00.0,0
10776,1997-12-15 00:00:00.0,0
10777,1997-12-15 00:00:00.0,0
10777,1997-12-15 00:00:00.0,0
10777,1997-12-15 00:00:00.0,0
10777,1997-12-15 00:00:00.0,0
10778,1997-12-16 00:00:00.0,0
10778,1997-12-16 00:00:00.0,0
10778,1997-12-16 00:00:00.0,0
10779,1997-12-16 00:00:00.0,0
10779,1997-12-16 00:00:00.0,0
10779,1997-12-16 00:00:00.0,0
10779,1997-12-16 00:00:00.0,0
10780,1997-12-16 00:00:00.0,0
10780,1997-12-16 00:00:00.0,0
10780,1997-12-16 00:00:00.0,0
10780,1997-12-16 00:00:00.0,0
10781,1997-12-17 00:00:00.0,0
10781,1997-12-17 00:00:00.0,0
10781,1997-12-17 00:00:00.0,0
10782,1997-12-17 00:00:00.0,0
10782,1997-12-17 00:00:00.0,0
10782,1997-12-17 00:00:00.0,0
10782,1997-12-17 00:00:00.0,0
10783,1997-12-18 00:00:00.0,0
10783,1997-12-18 00:00:00.0,0
10783,1997-12-18 00:00:00.0,0
10784,1997-12-18 00:00:00.0,0
10784,1997-12-18 00:00:00.0,0
10784,1997-12-18 00:00:00.0,0
10784,1997-12-18 00:00:00.0,0
10785,1997-12-18 00:00:00.0,0
10785,1997-12-18 00:00:00.0,0
10785,1997-12-18 00:00:00.0,0
10785,1997-12-18 00:00:00.0,0
10786,1997-12-19 00:00:00.0,0
10786,1997-12-19 00:00:00.0,0
10786,1997-12-19 00:00:00.0,0
10787,1997-12-19 00:00:00.0,0
10787,1997-12-19 00:00:00.0,0
10787,1997-12-19 00:00:00.0,0
10787,1997-12-19 00:00:00.0,0
10788,1997-12-22 00:00:00.0,0
10788,1997-12-22 00:00:00.0,0
10788,1997-12-22 00:00:00.0,0
10789,1997-12-22 00:00:00.0,0
10789,1997-12-22 00:00:00.0,0
10789,1997-12-22 00:00:00.0,0
10789,1997-12-22 00:00:00.0,0
10790,1997-12-22 00:00:00.0,0
10790,1997-12-22 00:00:00.0,0
10790,1997-12-22 00:00:00.0,0
10790,1997-12-22 00:00:00.0,0
10791,1997-12-23 00:00:00.0,0
10791,1997-12-23 00:00:00.0,0
10791,1997-12-23 00:00:00.0,0
10792,1997-12-23 00:00:00.0,0
10792,1997-12-23 00:00:00.0,0
10792,1997-12-23 00:00:00.0,0
10792,1997-12-23 00:00:00.0,0
10793,1997-12-24 00:00:00.0,0
10793,1997-12-24 00:00:00.0,0
10793,1997-12-24 00:00:00.0,0
10794,1997-12-24 00:00:00.0,0
10794,1997-12-24 00:00:00.0,0
10794,1997-12-24 00:00:00.0,0
10794,1997-12-24 00:00:00.0,0
10795,1997-12-24 00:00:00.0,0
10795,1997-12-24 00:00:00.0,0
10795,1997-12-24 00:00:00.0,0
10795,1997-12-24 00:00:00.0,0
10796,1997-12-25 00:00:00.0,0
10796,1997-12-25 00:00:00.0,0
10796,1997-12-25 00:00:00.0,0
10797,1997-12-25 00:00:00.0,0
10797,1997-12-25 00:00:00.0,0
10797,1997-12-25 00:00:00.0,0
10797,1997-12-25 00:00:00.0,0
10798,1997-12-26 00:00:00.0,0
10798,1997-12-26 00:00:00.0,0
10798,1997-12-26 00:00:00.0,0
10799,1997-12-26 00:00:00.0,0
10799,1997-12-26 00:00:00.0,0
10799,1997-12-26 00:00:00.0,0
10799,1997-12-26 00:00:00.0,0
10800,1997-12-26 00:00:00.0,0
10800,1997-12-26 00:00:00.0,0
10800,1997-12-26 00:00:00.0,0
10800,1997-12-26 00:00:00.0,0
10801,1997-12-29 00:00:00.0,0
10801,1997-12-29 00:00:00.0,0
10801,1997-12-29 00:00:00.0,0
10802,1997-12-29 00:00:00.0,0
10802,1997-12-29 00:00:00.0,0
10802,1997-12-29 00:00:00.0,0
10802,1997-12-29 00:00:00.0,0
10803,1997-12-30 00:00:00.0,0
10803,1997-12-30 00:00:00.0,0
10803,1997-12-30 00:00:00.0,0
10804,1997-12-30 00:00:00.0,0
10804,1997-12-30 00:00:00.0,0
10804,1997-12-30 00:00:00.0,0
10804,1997-12-30 00:00:00.0,0
10805,1997-12-30 00:00:00.0,0
10805,1997-12-30 00:00:00.0,0
10805,1997-12-30 00:00:00.0,0
10805,1997-12-30 00:00:00.0,0
10806,1997-12-31 00:00:00.0,0
10806,1997-12-31 00:00:00.0,0
10806,1997-12-31 00:00:00.0,0
10807,1997-12-31 00:00:00.0,0
10807,1997-12-31 00:00:00.0,0
10807,1997-12-31 00:00:00.0,0
10807,1997-12-31 00:00:00.0,0
10808,1998-01-01 00:00:00.0,0
10808,1998-01-01 00:00:00.0,0
10808,1998-01-01 00:00:00.0,0
10809,1998-01-01 00:00:00.0,0
10809,1998-01-01 00:00:00.0,0
10809,1998-01-01 00:00:00.0,0
10809,1998-01-01 00:00:00.0,0
10810,1998-01-01 00:00:00.0,0
10810,1998-01-01 00:00:00.0,0
10810,1998-01-01 00:00:00.0,0
10810,1998-01-01 00:00:00.0,0
10811,1998-01-02 00:00:00.0,0
10811,1998-01-02 00:00:00.0,0
10811,1998-01-02 00:00:00.0,0
10812,1998-01-02 00:00:00.0,0
10812,1998-01-02 00:00:00.0,0
10812,1998-01-02 00:00:00.0,0
10812,1998-01-02 00:00:00.0,0
10813,1998-01-05 00:00:00.0,0
10813,1998-01-05 00:00:00.0,0
10813,1998-01-05 00:00:00.0,0
10814,1998-01-05 00:00:00.0,0
10814,1998-01-05 00:00:00.0,0
10814,1998-01-05 00:00:00.0,0
10814,1998-01-05 00:00:00.0,0
10815,1998-01-05 00:00:00.0,0
10815,1998-01-05 00:00:00.0,0
10815,1998-01-05 00:00:00.0,0
10815,1998-01-05 00:00:00.0,0
10816,1998-01-06 00:00:00.0,0
10816,1998-01-06 00:00:00.0,0
10816,1998-01-06 00:00:00.0,0
10817,1998-01-06 00:00:00.0,0
10817,1998-01-06 00:00:00.0,0
10817,1998-01-06 00:00:00.0,0
10817,1998-01-06 00:00:00.0,0
10818,1998-01-07 00:00:00.0,0
10818,1998-01-07 00:00:00.0,0
10818,1998-01-07 00:00:00.0,0
10819,1998-01-07 00:00:00.0,0
10819,1998-01-07 00:00:00.0,0
10819,1998-01-07 00:00:00.0,0
10819,1998-01-07 00:00:00.0,0
10820,1998-01-07 00:00:00.0,0
10820,1998-01-07 00:00:00.0,0
10820,1998-01-07 00:00:00.0,0
10820,1998-01-07 00:00:00.0,0
10821,1998-01-08 00:00:00.0,0
10821,1998-01-08 00:00:00.0,0
10821,1998-01-08 00:00:00.0,0
10822,1998-01-08 00:00:00.0,0
10822,1998-01-08 00:00:00.0,0
10822,1998-01-08 00:00:00.0,0
10822,1998-01-08 00:00:00.0,0
10823,1998-01-09 00:00:00.0,0
10823,1998-01-09 00:00:00.0,0
10823,1998-01-09 00:00:00.0,0
10824,1998-01-09 00:00:00.0,0
10824,1998-01-09 00:00:00.0,0
10824,1998-01-09 00:00:00.0,0
10824,1998-01-09 00:00:00.0,0
10825,1998-01-09 00:00:00.0,0
10825,1998-01-09 00:00:00.0,0
10825,1998-01-09 00:00:00.0,0
10825,1998-01-09 00:00:00.0,0
10826,1998-01-12 00:00:00.0,0
10826,1998-01-12 00:00:00.0,0
10826,1998-01-12 00:00:00.0,0
10827,1998-01-12 00:00:00.0,0
10827,1998-01-12 00:00:00.0,0
10827,1998-01-12 00:00:00.0,0
10827,1998-01-12 00:00:00.0,0
10828,1998-01-13 00:00:00.0,0
10828,1998-01-13 00:00:00.0,0
10828,1998-01-13 00:00:00.0,0
10829,1998-01-13 00:00:00.0,0
10829,1998-01-13 00:00:00.0,0
10829,1998-01-13 00:00:00.0,0
10829,1998-01-13 00:00:00.0,0
10830,1998-01-13 00:00:00.0,0
10830,1998-01-13 00:00:00.0,0
10830,1998-01-13 00:00:00.0,0
10830,1998-01-13 00:00:00.0,0
10831,1998-01-14 00:00:00.0,0
10831,1998-01-14 00:00:00.0,0
10831,1998-01-14 00:00:00.0,0
10832,1998-01-14 00:00:00.0,0
10832,1998-01-14 00:00:00.0,0
10832,1998-01-14 00:00:00.0,0
10832,1998-01-14 00:00:00.0,0
10833,1998-01-15 00:00:00.0,0
10833,1998-01-15 00:00:00.0,0
10833,1998-01-15 00:00:00.0,0
10834,1998-01-15 00:00:00.0,0
10834,1998-01-15 00:00:00.0,0
10834,1998-01-15 00:00:00.0,0
10834,1998-01-15 00:00:00.0,0
10835,1998-01-15 00:00:00.0,0
10835,1998-01-15 00:00:00.0,0
10835,1998-01-15 00:00:00.0,0
10835,1998-01-15 00:00:00.0,0
10836,1998-01-16 00:00:00.0,0
10836,1998-01-16 00:00:00.0,0
10836,1998-01-16 00:00:00.0,0
10837,1998-01-16 00:00:00.0,0
10837,1998-01-16 00:00:00.0,0
10837,1998-01-16 00:00:00.0,0
10837,1998-01-16 00:00:00.0,0
10838,1998-01-19 00:00:00.0,0
10838,1998-01-19 00:00:00.0,0
10838,1998-01-19 00:00:00.0,0
10839,1998-01-19 00:00:00.0,0
10839,1998-01-19 00:00:00.0,0
10839,1998-01-19 00:00:00.0,0
10839,1998-01-19 00:00:00.0,0
10840,1998-01-19 00:00:00.0,0
10840,1998-01-19 00:00:00.0,0
10840,1998-01-19 00:00:00.0,0
10840,1998-01-19 00:00:00.0,0
10841,1998-01-20 00:00:00.0,0
10841,1998-01-20 00:00:00.0,0
10841,1998-01-20 00:00:00.0,0
10842,1998-01-20 00:00:00.0,0
10842,1998-01-20 00:00:00.0,0
10842,1998-01-20 00:00:00.0,0
10842,1998-01-20 00:00:00.0,0
10843,1998-01-21 00:00:00.0,0
10843,1998-01-21 00:00:00.0,0
10843,1998-01-21 00:00:00.0,0
10844,1998-01-21 00:00:00.0,0
10844,1998-01-21 00:00:00.0,0
10844,1998-01-21 00:00:00.0,0
10844,1998-01-21 00:00:00.0,0
10845,1998-01-21 00:00:00.0,0
10845,1998-01-21 00:00:00.0,0
10845,1998-01-21 00:00:00.0,0
10845,1998-01-21 00:00:00.0,0
10846,1998-01-22 00:00:00.0,0
10846,1998-01-22 00:00:00.0,0
10846,1998-01-22 00:00:00.0,0
10847,1998-01-22 00:00:00.0,0
10847,1998-01-22 00:00:00.0,0
10847,1998-01-22 00:00:00.0,0
10847,1998-01-22 00:00:00.0,0
10848,1998-01-23 00:00:00.0,0
10848,1998-01-23 00:00:00.0,0
10848,1998-01-23 00:00:00.0,0
10849,1998-01-23 00:00:00.0,0
10849,1998-01-23 00:00:00.0,0
10849,1998-01-23 00:00:00.0,0
10849,1998-01-23 00:00:00.0,0
10850,1998-01-23 00:00:00.0,0
10850,1998-01-23 00:00:00.0,0
10850,1998-01-23 00:00:00.0,0
10850,1998-01-23 00:00:00.0,0
10851,1998-01-26 00:00:00.0,0
10851,1998-01-26 00:00:00.0,0
10851,1998-01-26 00:00:00.0,0
10852,1998-01-26 00:00:00.0,0
10852,1998-01-26 00:00:00.0,0
10852,1998-01-26 00:00:00.0,0
10852,1998-01-26 00:00:00.0,0
10853,1998-01-27 00:00:00.0,0
10853,1998-01-27 00:00:00.0,0
10853,1998-01-27 00:00:00.0,0
10854,1998-01-27 00:00:00.0,0
10854,1998-01-27 00:00:00.0,0
10854,1998-01-27 00:00:00.0,0
10854,1998-01-27 00:00:00.0,0
10855,1998-01-27 00:00:00.0,0
10855,1998-01-27 00:00:00.0,0
10855,1998-01-27 00:00:00.0,0
10855,1998-01-27 00:00:00.0,0
10856,1998-01-28 00:00:00.0,0
10856,1998-01-28 00:00:00.0,0
10856,1998-01-28 00:00:00.0,0
10857,1998-01-28 00:00:00.0,0
10857,1998-01-28 00:00:00.0,0
10857,1998-01-28 00:00:00.0,0
10857,1998-01-28 00:00:00.0,0
10858,1998-01-29 00:00:00.0,0
10858,1998-01-29 00:00:00.0,0
10858,1998-01-29 00:00:00.0,0
10859,1998-01-29 00:00:00.0,0
10859,1998-01-29 00:00:00.0,0
10859,1998-01-29 00:00:00.0,0
10859,1998-01-29 00:00:00.0,0
10860,1998-01-29 00:00:00.0,0
10860,1998-01-29 00:00:00.0,0
10860,1998-01-29 00:00:00.0,0
10860,1998-01-29 00:00:00.0,0
10861,1998-01-30 00:00:00.0,0
10861,1998-01-30 00:00:00.0,0
10861,1998-01-30 00:00:00.0,0
10862,1998-01-30 00:00:00.0,0
10862,1998-01-30 00:00:00.0,0
10862,1998-01-30 00:00:00.0,0
10862,1998-01-30 00:00:00.0,0
10863,1998-02-02 00:00:00.0,0
10863,1998-02-02 00:00:00.0,0
10863,1998-02-02 00:00:00.0,0
10864,1998-02-02 00:00:00.0,0
10864,1998-02-02 00:00:00.0,0
10864,1998-02-02 00:00:00.0,0
10864,1998-02-02 00:00:00.0,0
10865,1998-02-02 00:00:00.0,0
10865,1998-02-02 00:00:00.0,0
10865,1998-02-02 00:00:00.0,0
10865,1998-02-02 00:00:00.0,0
10866,1998-02-03 00:00:00.0,0
10866,1998-02-03 00:00:00.0,0
10866,1998-02-03 00:00:00.0,0
10867,1998-02-03 00:00:00.0,0
10867,1998-02-03 00:00:00.0,0
10867,1998-02-03 00:00:00.0,0
10867,1998-02-03 00:00:00.0,0
10868,1998-02-04 00:00:00.0,0
10868,1998-02-04 00:00:00.0,0
10868,1998-02-04 00:00:00.0,0
10869,1998-02-04 00:00:00.0,0
10869,1998-02-04 00:00:00.0,0
10869,1998-02-04 00:00:00.0,0
10869,1998-02-04 00:00:00.0,0
10870,1998-02-04 00:00:00.0,0
10870,1998-02-04 00:00:00.0,0
10870,1998-02-04 00:00:00.0,0
10870,1998-02-04 00:00:00.0,0
10871,1998-02-05 00:00:00.0,0
10871,1998-02-05 00:00:00.0,0
10871,1998-02-05 00:00:00.0,0
10872,1998-02-05 00:00:00.0,0
10872,1998-02-05 00:00:00.0,0
10872,1998-02-05 00:00:00.0,0
10872,1998-02-05 00:00:00.0,0
10873,1998-02-06 00:00:00.0,0
10873,1998-02-06 00:00:00.0,0
10873,1998-02-06 00:00:00.0,0
10874,1998-02-06 00:00:00.0,0
10874,1998-02-06 00:00:00.0,0
10874,1998-02-06 00:00:00.0,0
10874,1998-02-06 00:00:00.0,0
10875,1998-02-06 00:00:00.0,0
10875,1998-02-06 00:00:00.0,0
10875,1998-02-06 00:00:00.0,0
10875,1998-02-06 00:00:00.0,0
10876,1998-02-09 00:00:00.0,0
10876,1998-02-09 00:00:00.0,0
10876,1998-02-09 00:00:00.0,0
10877,1998-02-09 00:00:00.0,0
10877,1998-02-09 00:00:00.0,0
10877,1998-02-09 00:00:00.0,0
10877,1998-02-09 00:00:00.0,0
10878,1998-02-10 00:00:00.0,0
10878,1998-02-10 00:00:00.0,0
10878,1998-02-10 00:00:00.0,0
10879,1998-02-10 00:00:00.0,0
10879,1998-02-10 00:00:00.0,0
10879,1998-02-10 00:00:00.0,0
10879,1998-02-10 00:00:00.0,0
10880,1998-02-10 00:00:00.0,0
10880,1998-02-10 00:00:00.0,0
10880,1998-02-10 00:00:00.0,0
10880,1998-02-10 00:00:00.0,0
10881,1998-02-11 00:00:00.0,0
10881,1998-02-11 00:00:00.0,0
10881,1998-02-11 00:00:00.0,0
10882,1998-02-11 00:00:00.0,0
10882,1998-02-11 00:00:00.0,0
10882,1998-02-11 00:00:00.0,0
10882,1998-02-11 00:00:00.0,0
10883,1998-02-12 00:00:00.0,0
10883,1998-02-12 00:00:00.0,0
10883,1998-02-12 00:00:00.0,0
10884,1998-02-12 00:00:00.0,0
10884,1998-02-12 00:00:00.0,0
10884,1998-02-12 00:00:00.0,0
10884,1998-02-12 00:00:00.0,0
10885,1998-02-12 00:00:00.0,0
10885,1998-02-12 00:00:00.0,0
10885,1998-02-12 00:00:00.0,0
10885,1998-02-12 00:00:00.0,0
10886,1998-02-13 00:00:00.0,0
10886,1998-02-13 00:00:00.0,0
10886,1998-02-13 00:00:00.0,0
10887,1998-02-13 00:00:00.0,0
10887,1998-02-13 00:00:00.0,0
10887,1998-02-13 00:00:00.0,0
10887,1998-02-13 00:00:00.0,0
10888,1998-02-16 00:00:00.0,0
10888,1998-02-16 00:00:00.0,0
10888,1998-02-16 00:00:00.0,0
10889,1998-02-16 00:00:00.0,0
10889,1998-02-16 00:00:00.0,0
10889,1998-02-16 00:00:00.0,0
10889,1998-02-16 00:00:00.0,0
10890,1998-02-16 00:00:00.0,0
10890,1998-02-16 00:00:00.0,0
10890,1998-02-16 00:00:00.0,0
10890,1998-02-16 00:00:00.0,0
10891,1998-02-17 00:00:00.0,0
10891,1998-02-17 00:00:00.0,0
10891,1998-02-17 00:00:00.0,0
10892,1998-02-17 00:00:00.0,0
10892,1998-02-17 00:00:00.0,0
10892,1998-02-17 00:00:00.0,0
10892,1998-02-17 00:00:00.0,0
10893,1998-02-18 00:00:00.0,0
10893,1998-02-18 00:00:00.0,0
10893,1998-02-18 00:00:00.0,0
10894,1998-02-18 00:00:00.0,0
10894,1998-02-18 00:00:00.0,0
10894,1998-02-18 00:00:00.0,0
10894,1998-02-18 00:00:00.0,0
10895,1998-02-18 00:00:00.0,0
10895,1998-02-18 00:00:00.0,0
10895,1998-02-18 00:00:00.0,0
10895,1998-02-18 00:00:00.0,0
10896,1998-02-19 00:00:00.0,0
10896,1998-02-19 00:00:00.0,0
10896,1998-02-19 00:00:00.0,0
10897,1998-02-19 00:00:00.0,0
10897,1998-02-19 00:00:00.0,0
10897,1998-02-19 00:00:00.0,0
10897,1998-02-19 00:00:00.0,0
10898,1998-02-20 00:00:00.0,0
10898,1998-02-20 00:00:00.0,0
10898,1998-02-20 00:00:00.0,0
10899,1998-02-20 00:00:00.0,0
10899,1998-02-20 00:00:00.0,0
10899,1998-02-20 00:00:00.0,0
10899,1998-02-20 00:00:00.0,0
10900,1998-02-20 00:00:00.0,0
10900,1998-02-20 00:00:00.0,0
10900,1998-02-20 00:00:00.0,0
10900,1998-02-20 00:00:00.0,0
10901,1998-02-23 00:00:00.0,0
10901,1998-02-23 00:00:00.0,0
10901,1998-02-23 00:00:00.0,0
10902,1998-02-23 00:00:00.0,0
10902,1998-02-23 00:00:00.0,0
10902,1998-02-23 00:00:00.0,0
10902,1998-02-23 00:00:00.0,0
10903,1998-02-24 00:00:00.0,0
10903,1998-02-24 00:00:00.0,0
10903,1998-02-24 00:00:00.0,0
10904,1998-02-24 00:00:00.0,0
10904,1998-02-24 00:00:00.0,0
10904,1998-02-24 00:00:00.0,0
10904,1998-02-24 00:00:00.0,0
10905,1998-02-24 00:00:00.0,0
10905,1998-02-24 00:00:00.0,0
10905,1998-02-24 00:00:00.0,0
10905,1998-02-24 00:00:00.0,0
10906,1998-02-25 00:00:00.0,0
10906,1998-02-25 00:00:00.0,0
10906,1998-02-25 00:00:00.0,0
10907,1998-02-25 00:00:00.0,0
10907,1998-02-25 00:00:00.0,0
10907,1998-02-25 00:00:00.0,0
10907,1998-02-25 00:00:00.0,0
10908,1998-02-26 00:00:00.0,0
10908,1998-02-26 00:00:00.0,0
10908,1998-02-26 00:00:00.0,0
10909,1998-02-26 00:00:00.0,0
10909,1998-02-26 00:00:00.0,0
10909,1998-02-26 00:00:00.0,0
10909,1998-02-26 00:00:00.0,0
10910,1998-02-26 00:00:00.0,0
10910,1998-02-26 00:00:00.0,0
10910,1998-02-26 00:00:00.0,0
10910,1998-02-26 00:00:00.0,0
10911,1998-02-26 00:00:00.0,0
10911,1998-02-26 00:00:00.0,0
10911,1998-02-26 00:00:00.0,0
10911,1998-02-26 00:00:00.0,0
10912,1998-02-26 00:00:00.0,0
10912,1998-02-26 00:00:00.0,0
10912,1998-02-26 00:00:00.0,0
10912,1998-02-26 00:00:00.0,0
10913,1998-02-26 00:00:00.0,0
10913,1998-02-26 00:00:00.0,0
10913,1998-02-26 00:00:00.0,0
10913,1998-02-26 00:00:00.0,0
10914,1998-02-27 00:00:00.0,0
10914,1998-02-27 00:00:00.0,0
10914,1998-02-27 00:00:00.0,0
10915,1998-02-27 00:00:00.0,0
10915,1998-02-27 00:00:00.0,0
10915,1998-02-27 00:00:00.0,0
10915,1998-02-27 00:00:00.0,0
10916,1998-02-27 00:00:00.0,0
10916,1998-02-27 00:00:00.0,0
10916,1998-02-27 00:00:00.0,0
10916,1998-02-27 00:00:00.0,0
10917,1998-03-02 00:00:00.0,0
10917,1998-03-02 00:00:00.0,0
10917,1998-03-02 00:00:00.0,0
10918,1998-03-02 00:00:00.0,0
10918,1998-03-02 00:00:00.0,0
10918,1998-03-02 00:00:00.0,0
10918,1998-03-02 00:00:00.0,0
10919,1998-03-02 00:00:00.0,0
10919,1998-03-02 00:00:00.0,0
10919,1998-03-02 00:00:00.0,0
10919,1998-03-02 00:00:00.0,0
10920,1998-03-03 00:00:00.0,0
10920,1998-03-03 00:00:00.0,0
10920,1998-03-03 00:00:00.0,0
10921,1998-03-03 00:00:00.0,0
10921,1998-03-03 00:00:00.0,0
10921,1998-03-03 00:00:00.0,0
10921,1998-03-03 00:00:00.0,0
10922,1998-03-03 00:00:00.0,0
10922,1998-03-03 00:00:00.0,0
10922,1998-03-03 00:00:00.0,0
10922,1998-03-03 00:00:00.0,0
10923,1998-03-03 00:00:00.0,0
10923,1998-03-03 00:00:00.0,0
10923,1998-03-03 00:00:00.0,0
10923,1998-03-03 00:00:00.0,0
10924,1998-03-04 00:00:00.0,0
10924,1998-03-04 00:00:00.0,0
10924,1998-03-04 00:00:00.0,0
10925,1998-03-04 00:00:00.0,0
10925,1998-03-04 00:00:00.0,0
10925,1998-03-04 00:00:00.0,0
10925,1998-03-04 00:00:00.0,0
10926,1998-03-04 00:00:00.0,0
10926,1998-03-04 00:00:00.0,0
10926,1998-03-04 00:00:00.0,0
10926,1998-03-04 00:00:00.0,0
10927,1998-03-05 00:00:00.0,0
10927,1998-03-05 00:00:00.0,0
10927,1998-03-05 00:00:00.0,0
10928,1998-03-05 00:00:00.0,0
10928,1998-03-05 00:00:00.0,0
10928,1998-03-05 00:00:00.0,0
10928,1998-03-05 00:00:00.0,0
10929,1998-03-05 00:00:00.0,0
10929,1998-03-05 00:00:00.0,0
10929,1998-03-05 00:00:00.0,0
10929,1998-03-05 00:00:00.0,0
10930,1998-03-06 00:00:00.0,0
10930,1998-03-06 00:00:00.0,0
10930,1998-03-06 00:00:00.0,0
10931,1998-03-06 00:00:00.0,0
10931,1998-03-06 00:00:00.0,0
10931,1998-03-06 00:00:00.0,0
10931,1998-03-06 00:00:00.0,0
10932,1998-03-06 00:00:00.0,0
10932,1998-03-06 00:00:00.0,0
10932,1998-03-06 00:00:00.0,0
10932,1998-03-06 00:00:00.0,0
10933,1998-03-06 00:00:00.0,0
10933,1998-03-06 00:00:00.0,0
10933,1998-03-06 00:00:00.0,0
10933,1998-03-06 00:00:00.0,0
10934,1998-03-09 00:00:00.0,0
10934,1998-03-09 00:00:00.0,0
10934,1998-03-09 00:00:00.0,0
10935,1998-03-09 00:00:00.0,0
10935,1998-03-09 00:00:00.0,0
10935,1998-03-09 00:00:00.0,0
10935,1998-03-09 00:00:00.0,0
10936,1998-03-09 00:00:00.0,0
